SITE_ID,SITE_TYPE,VISIT_NO.x,DATE_COL,REPEAT,LON_DD.x,LAT_DD.x,ALBERS_X,ALBERS_Y,FLD_LON_DD,FLD_LAT_DD,FLD_FLAG,ST.x,STATE_NAME,CNTYNAME,EPA_REG.x,NHDNAME,LAKENAME,AREA_CAT7.x,BASINAREA_KM2,BASINAREA_HA,BASINAREA_LU_KM2,URBAN.x,ECO_LEV_3.x,ECO_L3_NAM,NUT_REG.x,NUTREG_NAME.x,ECO_NUTA.x,LAKE_ORIGIN.x,AREA_HA,SIZE_CLASS,LAKEAREA,LAKEPERIM,SLD,DEPTH_X,DEPTHMAX,ELEV_PT,HUC_2.x,HUC_8.x,REACHCODE,OmernikLevel_II,PTL,NTL,TURB,ANC,DOC,COND,CHLA,PTL_COND,NTL_COND,CHLA_COND,TURB_COND,ANC_COND,SALINITY_COND,DISTANCE_BUFR,BUFFERAREA_KM2,BUFFERAREA_HA,MISSDATA_KM2_BUFR,NLCD11_KM2_BUFR,NLCD12_KM2_BUFR,NLCD21_KM2_BUFR,NLCD22_KM2_BUFR,NLCD23_KM2_BUFR,NLCD24_KM2_BUFR,NLCD31_KM2_BUFR,NLCD32_KM2_BUFR,NLCD41_KM2_BUFR,NLCD42_KM2_BUFR,NLCD43_KM2_BUFR,NLCD51_KM2_BUFR,NLCD52_KM2_BUFR,NLCD71_KM2_BUFR,NLCD72_KM2_BUFR,NLCD73_KM2_BUFR,NLCD74_KM2_BUFR,NLCD81_KM2_BUFR,NLCD82_KM2_BUFR,NLCD90_KM2_BUFR,NLCD91_KM2_BUFR,NLCD92_KM2_BUFR,NLCD93_KM2_BUFR,NLCD94_KM2_BUFR,NLCD95_KM2_BUFR,NLCD96_KM2_BUFR,NLCD97_KM2_BUFR,NLCD98_KM2_BUFR,NLCD99_KM2_BUFR,LANDUSE_KM2_BUFR,PCT_OPENH20_BUFR,PCT_ICESNOW_BUFR,PCT_WATER_BUFR,PCT_DEVOPEN_BUFR,PCT_DEVLOW_BUFR,PCT_DEVMED_BUFR,PCT_DEVHIGH_BUFR,PCT_DEVELOPED_BUFR,PCT_BARREN_BUFR,PCT_DECID_BUFR,PCT_CONIF_BUFR,PCT_MIXED_BUFR,PCT_FOREST_BUFR,PCT_SHRUBLAND_BUFR,PCT_GRASS_BUFR,PCT_PASTURE_BUFR,PCT_CROPS_BUFR,PCT_AGRIC_BUFR,PCT_WDYWET_BUFR,PCT_EMHERBWET_BUFR,PCT_WETLAND_BUFR,NLCD11_KM2_BSN,NLCD12_KM2_BSN,NLCD21_KM2_BSN,NLCD22_KM2_BSN,NLCD23_KM2_BSN,NLCD24_KM2_BSN,NLCD31_KM2_BSN,NLCD32_KM2_BSN,NLCD41_KM2_BSN,NLCD42_KM2_BSN,NLCD43_KM2_BSN,NLCD51_KM2_BSN,NLCD52_KM2_BSN,NLCD71_KM2_BSN,NLCD72_KM2_BSN,NLCD73_KM2_BSN,NLCD74_KM2_BSN,NLCD81_KM2_BSN,NLCD82_KM2_BSN,NLCD90_KM2_BSN,NLCD91_KM2_BSN,NLCD92_KM2_BSN,NLCD93_KM2_BSN,NLCD94_KM2_BSN,NLCD95_KM2_BSN,NLCD96_KM2_BSN,NLCD97_KM2_BSN,NLCD98_KM2_BSN,NLCD99_KM2_BSN,LANDUSE_KM2_BSN,PCT_OPENH20_BSN,PCT_ICESNOW_BSN,PCT_WATER_BSN,PCT_DEVOPEN_BSN,PCT_DEVLOW_BSN,PCT_DEVMED_BSN,PCT_DEVHIGH_BSN,PCT_DEVELOPED_BSN,PCT_BARREN_BSN,PCT_DECID_BSN,PCT_CONIF_BSN,PCT_MIXED_BSN,PCT_FOREST_BSN,PCT_SHRUBLAND_BSN,PCT_GRASS_BSN,PCT_PASTURE_BSN,PCT_CROPS_BSN,PCT_AGRIC_BSN,PCT_WDYWET_BSN,PCT_EMHERBWET_BSN,PCT_WETLAND_BSN,BasinAreaToLakeArea_HA,LakePerimToLakeArea,mean.pct.imp_BUFR.1,mean.pct.imp_BSN,pixels.w.impsurf_BSN,roadlen_BUFR,roadDens_BUFR,roadlen_BSN,roadDens_BSN,mean.min.dist_inBUFR,mean.min.dist_inBSN,elev_stdev,elev_maxmin,maxmin_elev_BUFR,stdev_elev_BUFR,mean.pct.imp_BUFR,pixels.w.impsurf_BUFR,Class,Class3,Unstratified.1,ResTime,SedToVolRatio
NLA06608-0537,PROB_Lake,1,6/6/07,,-81.05483233,37.69558878,1299942.031,124347.5463,-81.0522,37.6912,,WV,West Virginia,RALEIGH,Region_3,Glade Creek Reservoir,Glade Creek Reservoir (Lower),"(20,50]",67.35826898,6735.826898,67.35826898,YES,69,Central Appalachians,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,35.86934062,02:>10-50 ha,0.358693406,5.458791578,2.571164624,7.5,7.5,815.49,5,5050004,5.05E+12,8.4,11,256,2.81,205.6,2.01,150,2.34,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,1.357,135.7,0,0.393,0,0.035,0.016,0.001,0,0.004,0,0.049,0.47,0.001,0,0,0.064,0,0,0,0.324,0,0,0,0,0,0,0,0,0,0,0,1.357,29,0,29,2.6,1.2,0.1,0,3.9,0.3,3.6,34.6,0.1,38.3,0,4.7,23.9,0,23.9,0,0,0,1.812,0,3.047,1.375,0.662,0.144,0.279,0,20.499,11.957,0.147,0,0,2.029,0,0,0,25.232,0.172,0,0,0,0,0,0,0,0,0,0,67.355,2.7,0,2.7,4.5,2,1,0.2,7.7,0.4,30.4,17.8,0.2,48.4,0,3,37.5,0.3,37.8,0,0,0,187.7878651,0.152185445,1.091620987,1.693933807,0.075543899,2.113844036,1.83E-12,NA,NA,357.2286643,347.1040651,48.704693,187.89441,40.01846,7.8113284,1.091620987,0.057948316,STLA,STLA,0,8,0.455648
NLA06608-0922,PROB_Lake,1,6/8/07,,-106.7540577,44.46680722,-851706.4453,827807.2879,-106.74792,44.46943,,WY,Wyoming,JOHNSON,Region_8,"De Smet, Lake",Lake De Smet,>100,154.382877,15438.2877,154.382877,NO,43,Northwestern Great Plains,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,822.6826629,05:>500-5000 ha,8.226826629,23.91427051,2.351993044,33.9,33.9,1392,10,10090206,1.01E+13,9.3,12,226,2.45,2094.8,3.4,661,1.24,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,12.15,1215,0,10.735,0,0,0,0,0,0.014,0,0,0,0,0,0.587,0.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.15,88.4,0,88.4,0,0,0,0,0,0.1,0,0,0,0,4.8,6.7,0,0,0,0,0,0,12.338,0,1.388,0.311,0,0,0.164,0,2.038,30.544,0,0,52.454,44.534,0,0,0,5.227,2.038,2.317,0,0,0,0,1.031,0,0,0,0,154.384,8,0,8,0.9,0.2,0,0,1.1,0.1,1.3,19.8,0,21.1,34,28.8,3.4,1.3,4.7,1.5,0.7,2.2,18.7657871,0.029068645,0.218814675,0.217020637,0.026996132,19.74883853,4.12E-12,NA,NA,395.8887799,299.3078428,9.12708,34.393125,56.8826,13.234678,0.218814675,0.027657573,ST,ST,1,1144,0.089571
NLA06608-0794,PROB_Lake,1,6/9/07,YES,-109.8067241,42.94295938,-1116574.29,690796.5105,-109.82038,42.93461,,WY,Wyoming,SUBLETTE,Region_8,Fremont Lake,Freemont Lake,>100,258.3207074,25832.07074,258.3207074,NO,17,Middle Rockies,II,Western Forested Mountains,II,NATURAL,2045.331815,05:>500-5000 ha,20.45331815,38.84475821,2.422956424,47,50,2261,14,14040102,1.40E+13,6.2,3,91,0.416,142.2,1.18,20,1.06,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,26.343,2634.3,0,20.389,0,0.101,0.016,0,0,0.041,0,0.253,1.701,0.039,0,3.606,0.131,0,0,0,0,0,0.047,0,0,0,0,0.019,0,0,0,0,26.343,77.4,0,77.4,0.4,0.1,0,0,0.5,0.2,1,6.5,0.1,7.6,13.7,0.5,0,0,0,0.2,0.1,0.3,28.132,1.917,0.075,0.012,0,0,8.932,0,6.767,46.617,0.667,0,85.95,78.955,0,0,0,0.057,0,0.164,0,0,0,0,0.088,0,0,0,0,258.333,10.9,0.7,11.6,0,0,0,0,0,3.5,2.6,18,0.3,20.9,33.3,30.6,0,0,0,0.1,0,0.1,12.62977017,0.01899191,0.273070696,0.009548115,0.004221216,14.116324,2.11E-12,NA,NA,1988.673674,1255.447813,28.479284,121.40745,255.416,53.610317,0.273070696,0.047760389,STLA,STLA,0,1498,0.06241
NLA06608-0970,PROB_Lake,1,6/10/07,,-109.8706018,43.0004446,-1120769.541,697902.4625,-109.87957,42.99297,,WY,Wyoming,SUBLETTE,Region_8,Willow Lake,Willow Lake,>100,81.39423895,8139.423895,81.39423895,NO,17,Middle Rockies,II,Western Forested Mountains,II,NATURAL,731.5057636,05:>500-5000 ha,7.315057636,18.47749653,1.927211246,45,45,2346,14,14040102,1.40E+13,6.2,3,140,0.564,202.8,2.53,28,0.86,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,10.604,1060.4,0,7.17,0,0,0,0,0,0.006,0,0.046,1.179,0,0,2.064,0.12,0,0,0,0,0,0.014,0,0,0,0,0.005,0,0,0,0,10.604,67.6,0,67.6,0,0,0,0,0,0.1,0.4,11.1,0,11.5,19.5,1.1,0,0,0,0.1,0,0.1,8.012,0,0,0,0,0,0.086,0,3.502,40.179,0.425,0,25.303,3.663,0,0,0,0.011,0,0.142,0,0,0,0,0.077,0,0,0,0,81.4,9.8,0,9.8,0,0,0,0,0,0.1,4.3,49.4,0.5,54.2,31.1,4.5,0,0,0,0.2,0.1,0.3,11.12694431,0.025259536,0.142734123,0.012801535,0.006132519,6.89499106,1.65E-12,NA,NA,2595.34861,706.2198297,1.6385754,7.16414,301.2918,52.389984,0.142734123,0.035952637,STLA,STLA,0,1450,0.081935
NLA06608-1562,PROB_Lake,1,6/11/07,,-110.2208282,42.59773028,-1155568.43,657586.5074,-110.21049,42.59522,,WY,Wyoming,SUBLETTE,Region_8,Sixty-Seven Reservoir,Sixtyseven Reservoir,>100,7.191938062,719.1938062,7.191938062,NO,18,Wyoming Basin,III,Xeric West,III,MAN-MADE,134.1905791,04:>100-500 ha,1.341905791,8.417962257,2.049939428,6.9,6.9,2153.13,14,14040101,1.40E+13,10.1,16,348,1.65,3277.4,2.82,493,2.94,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,2.846,284.6,0,0.824,0,0,0,0,0,0.086,0,0,0,0,0,1.635,0.263,0,0,0,0,0,0.007,0,0,0,0,0.031,0,0,0,0,2.846,29,0,29,0,0,0,0,0,3,0,0,0,0,57.4,9.2,0,0,0,0.2,1.1,1.3,0.822,0,0,0,0,0,0.104,0,0,0,0,0,5.799,0.402,0,0,0,0,0,0.007,0,0,0,0,0.054,0,0,0,0,7.188,11.4,0,11.4,0,0,0,0,0,1.4,0,0,0,0,80.6,5.6,0,0,0,0.1,0.8,0.9,5.35949551,0.062731395,1.142923006,0.477103542,0.037349747,NA,NA,NA,NA,NA,1028.73007,28.405977,144.6379,32.5473,8.538799,1.142923006,0.08252651,STLA,STLA,1,1250,0.461561
NLA06608-0019,PROB_Lake,1,6/11/07,YES,-99.51185877,46.36688788,-270862.1527,995780.1398,-99.5,46.366667,,ND,North Dakota,LOGAN,Region_8,Doyles Lake,Doyles Lake,>100,91.69963217,9169.963217,91.69963217,NO,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,103.3135279,04:>100-500 ha,1.033135279,7.965656888,2.210742028,1.2,1.2,600.25,10,10130104,1.01E+13,9.3,801,7047,45.5,8136.3,44.99,3327,4.03,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,0.001798644,2.451,245.1,0,1.079,0,0.049,0.001,0,0,0,0,0,0,0,0,0,1.238,0,0,0,0.047,0,0,0,0,0,0,0.037,0,0,0,0,2.451,44,0,44,2,0,0,0,2,0,0,0,0,0,0,50.5,1.9,0,1.9,0,1.5,1.5,11.254,0,2.679,0.156,0.005,0,0,0,0.069,0,0,0,1.183,48.361,0,0,0,16.7,9.851,0,0,0,0,0,1.445,0,0,0,0,91.703,12.3,0,12.3,2.9,0.2,0,0,3.1,0,0.1,0,0,0.1,1.3,52.7,18.2,10.7,28.9,0,1.6,1.6,88.75859148,0.07710178,0.209986001,0.170197359,0.026178924,1.969536855,1.02E-12,101.4113,1.105907389,567.8584127,395.3769702,6.3843865,24.69232,15.82993,5.117855,0.209986001,0.030331311,STLA,STLA,1,225,3.333337
NLA06608-1959,PROB_Lake,1,6/11/07,,-98.27345753,45.74264146,-177027.2169,923616.4741,-98.27959,45.73077,,SD,South Dakota,BROWN,Region_8,Columbia Road Reservoir,Columbia,>100,13523.19588,1352319.588,13523.19588,NO,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,2155.092669,05:>500-5000 ha,21.55092669,56.66295295,3.443192446,1.4,1.4,392,10,10160003,1.02E+13,9.2,493,1494,17.5,5136.9,13.84,1077,17.49,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,0.001798644,29.407,2940.7,0,18.13,0,0.447,0.091,0.004,0,0.005,0,0.081,0.006,0,0,0,0.762,0,0,0,1.695,0.815,0.007,0,0,0,0,7.364,0,0,0,0,29.407,61.7,0,61.7,1.5,0.3,0,0,1.8,0,0.3,0,0,0.3,0,2.6,5.8,2.8,8.6,0,25,25,617.082,0,539.177,33.425,8.78,1.268,2.314,0,53.038,2.121,0,0,10.483,1794.659,0,0,0,2402.072,7161.126,27.406,0,0,0,0,870.325,0,0,0,0,13523.276,4.6,0,4.6,4,0.2,0.1,0,4.3,0,0.4,0,0,0.4,0.1,13.3,17.8,53,70.8,0.2,6.4,6.6,627.4995073,0.026292583,0.418124006,0.388944715,0.043249097,27.90541253,1.65E-12,19030.36911,1.407239039,606.4251363,498.6207717,390.0661,2004.5723,5.91169,1.379951,0.418124006,0.049341358,STLA,STLA,1,155,3
NLA06608-0189,PROB_Lake,1,6/11/07,YES,-80.57939847,40.02942387,1298680.304,389085.3737,-80.57854,40.03041,,WV,West Virginia,OHIO,Region_3,,Middle Wheeling Creek,"(10,20]",74.34492021,7434.492021,74.34492021,YES,70,Western Allegheny Plateau,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,14.39709779,02:>10-50 ha,0.143970978,2.866744638,2.131309886,4.1,4.5,264.46,5,5030106,5.03E+12,8.4,77,871,20.2,2582.8,3.81,397,32.26,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,0.714,71.4,0,0.096,0,0.008,0,0,0,0,0,0.552,0,0,0,0,0.042,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0.714,13.4,0,13.4,1.1,0,0,0,1.1,0,77.3,0,0,77.3,0,5.9,2.2,0,2.2,0,0,0,0.196,0,4.776,0.572,0.412,0.105,0.015,0,44.832,0.064,0.005,0,0.005,0.846,0,0,0,19.781,2.75,0,0,0,0,0,0,0,0,0,0,74.359,0.3,0,0.3,6.4,0.8,0.6,0.1,7.9,0,60.3,0.1,0,60.4,0,1.1,26.6,3.7,30.3,0,0,0,516.3882422,0.19911962,0.056551724,0.976675896,0.083029729,0.25338532,3.89E-13,79.16349,1.064813774,521.4555871,425.8541057,21.038738,99.9557,108.2536,29.357824,0.056551724,0.019310345,ST,ST,0,3,0.590147
NLA06608-0073,PROB_Lake,1,6/12/07,YES,-118.878391,39.52477029,-1930079.703,460391.3012,-118.88155,39.52419,,NV,Nevada,CHURCHILL,Region_9,Soda Lake,Soda Lake,>100,1.898455318,189.8455318,1.898455318,YES,13,Central Basin and Range,III,Xeric West,III,MAN-MADE,152.2446927,04:>100-500 ha,1.522446927,4.905570351,1.121536715,28,28,1216.87,16,16050203,1.61E+13,10.1,4679,1055,0.519,68472.2,22.25,26620,0.49,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,0.001798644,2.483,248.3,0,1.479,0,0.107,0.058,0,0,0.007,0,0,0,0,0,0.767,0,0,0,0,0.011,0,0.049,0,0,0,0,0.005,0,0,0,0,2.483,59.6,0,59.6,4.3,2.3,0,0,6.6,0.3,0,0,0,0,30.9,0,0.4,0,0.4,2,0.2,2.2,1.476,0,0.065,0.026,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0.027,0,0,0,0,0.005,0,0,0,0,1.901,77.7,0,77.7,3.4,1.4,0,0,4.8,0,0,0,0,0,15.9,0,0,0,0,1.4,0.3,1.7,1.246976354,0.032221618,2.638455218,1.006747638,0.058367072,6.888761215,6.31E-12,3.986495,2.099859683,78.21443249,78.21443249,10.145524,47.3555,18.3959,6.3493614,2.638455218,0.153656532,SE,HWSE,0,5468,0.106976
NLA06608-0061,PROB_Lake,1,6/12/07,YES,-113.5793644,34.24558153,-1597693.794,-216165.2726,-113.575282,34.26278,,AZ,Arizona,MOHAVE,Region_9,,Alamo,>100,11406.00514,1140600.514,11406.00514,NO,81,Sonoran Basin and Range,III,Xeric West,III,MAN-MADE,572.3287327,05:>500-5000 ha,5.723287327,23.93314962,2.822098378,NA,15.3,335,15,15030204,1.50E+13,10.2,19,481,3.49,4367.2,6.12,779,3.5,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,0.001798644,9.427,942.7,0,7.97,0,0.013,0,0,0,0.005,0,0,0,0,0,1.431,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,9.427,84.5,0,84.5,0.1,0,0,0,0.1,0.1,0,0,0,0,15.2,0,0.1,0,0.1,0,0,0,12.145,0,32.123,7.306,0.382,0.084,20.283,0,34.047,1410.887,0.077,0,9672.783,190.967,0,0,0,6.221,0.273,16.916,0,0,0,0,1.545,0,0,0,0,11406.039,0.1,0,0.1,0.3,0.1,0,0,0.4,0.2,0.3,12.4,0,12.7,84.8,1.7,0.1,0,0.1,0.1,0,0.1,1992.911501,0.041817138,0.475991649,0.191098955,0.019320052,14.14450868,2.04E-12,7774.1706,0.681585757,756.2301406,558.0889074,12.817632,60.26443,138.38632,15.435547,0.475991649,0.033663883,STLA,STLA,0,31,0.185444
NLA06608-0906,PROB_Lake,1,6/12/07,,-110.796597,43.64334502,-1183873.995,780097.8084,-110.79834,43.64877,,WY,Wyoming,TETON,Region_8,,Phelps Lake,>100,39.03192208,3903.192208,39.03192208,NO,17,Middle Rockies,II,Western Forested Mountains,II,NATURAL,185.7625724,04:>100-500 ha,1.857625724,6.066239699,1.255554378,48,48,2021.7,17,17040103,1.70E+13,6.2,1,111,0.446,1062.3,1.19,117,0.83,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,2.935,293.5,0,1.882,0,0,0,0,0,0,0,0.022,0.978,0,0,0.024,0,0,0,0,0,0,0.018,0,0,0,0,0.011,0,0,0,0,2.935,64.1,0,64.1,0,0,0,0,0,0,0.7,33.3,0,34,0.8,0,0,0,0,0.6,0.4,1,1.956,0.084,0,0,0,0,2.49,0,0.262,11.165,0,0,10.209,12.782,0,0,0,0,0,0.061,0,0,0,0,0.017,0,0,0,0,39.026,5,0.2,5.2,0,0,0,0,0,6.4,0.7,28.6,0,29.3,26.2,32.7,0,0,0,0.2,0,0.2,21.01172565,0.032655877,0,0,0,0.899022927,6.88E-13,NA,NA,998.8042057,673.1550361,82.84803,436.9172,112.1303,34.765285,0,0,ST,ST,0,696,0.065972
NLA06608-0595,PROB_Lake,1,6/12/07,,-99.76603988,45.81215092,-292895.433,935022.9394,-99.7673,45.81218,,SD,South Dakota,CAMPBELL,Region_8,,Mutske,"(50,100]",45.63088316,4563.088316,45.63088316,NO,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,61.07335453,03:>50-100 ha,0.610733545,4.037677278,1.457473894,2.4,2.4,541.69,10,10130106,1.01E+13,9.3,258,3828,31.7,6915,26.23,2668,106.56,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED,0.001798644,1.325,132.5,0,0.744,0,0.005,0,0,0,0,0,0,0,0,0,0,0.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325,56.2,0,56.2,0.4,0,0,0,0.4,0,0,0,0,0,0,43.5,0,0,0,0,0,0,1.455,0,1.562,0.138,0.005,0,0.16,0,0,0,0,0,0.036,31.859,0,0,0,1.034,9.158,0,0,0,0,0,0.219,0,0,0,0,45.626,3.2,0,3.2,3.4,0.3,0,0,3.7,0.4,0,0,0,0,0.1,69.8,2.3,20.1,22.4,0,0.5,0.5,74.71487936,0.066111929,0.022403259,0.288888605,0.03742087,0.178362321,2.02E-13,39.779008,0.871756277,529.6390946,501.8317655,4.582899,19.833747,20.79873,4.5328727,0.022403259,0.00509165,ST,ST,1,539,1.500015
NLA06608-1511,PROB_Lake,1,6/12/07,,-98.61521182,45.53504992,-204266.9129,901245.941,-98.59991,45.53369,,SD,South Dakota,BROWN,Region_8,Richmond Lake,Richmond,>100,441.1616256,44116.16256,441.1616256,NO,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,191.754935,04:>100-500 ha,1.91754935,16.43894886,3.348851098,6.6,6.6,414.2,10,10160003,1.02E+13,9.2,373,1446,2.22,4291.5,12.87,1546,5.24,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,0.001798644,4.709,470.9,0,2.103,0,0.375,0.152,0.02,0,0,0,0.253,0.019,0,0,0,0.475,0,0,0,1.292,0.02,0,0,0,0,0,0,0,0,0,0,4.709,44.7,0,44.7,8,3.2,0.4,0,11.6,0,5.4,0.4,0,5.8,0,10.1,27.4,0.4,27.8,0,0,0,12.228,0,12.835,1.004,0.239,0.059,0.07,0,1.358,0.043,0,0,2.016,87.193,0,0,0,275.411,38.313,0.036,0,0,0,0,10.333,0,0,0,0,441.138,2.8,0,2.8,2.9,0.2,0.1,0,3.2,0,0.3,0,0,0.3,0.5,19.8,62.4,8.7,71.1,0,2.3,2.3,230.0653308,0.085728948,1.370285868,0.195071734,0.02878144,20.96100939,3.13E-12,454.69746,1.030682255,196.0475282,192.3864235,15.519818,54.66064,11.11618,2.2986715,1.370285868,0.091665548,ST,ST,0,1454,0.560739
NLA06608-1524,PROB_Lake,1,6/12/07,,-98.33930518,34.37370438,-213450.0545,-347408.3542,-98.337222,34.37199,,OK,Oklahoma,COTTON,Region_6,Dave Boyer Lake,Dave Boyer Lake,"(50,100]",9.679059061,967.9059061,9.679059061,YES,27,Central Great Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,51.21707047,03:>50-100 ha,0.512170705,3.924951149,1.54711272,4.4,4.4,310.31,11,11130202,1.11E+13,9.4,157,968,50.7,2399.5,6.37,390,7.72,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,1.296,129.6,0,0.609,0,0.111,0.005,0.001,0,0,0,0.016,0,0,0,0,0.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.296,47,0,47,8.6,0.4,0.1,0,9.1,0,1.2,0,0,1.2,0,42.7,0,0,0,0,0,0,0.641,0,0.352,0,0,0,0,0,0.018,0,0,0,0.005,6.844,0,0,0,0,1.817,0,0,0,0,0,0,0,0,0,0,9.677,6.6,0,6.6,3.6,0,0,0,3.6,0,0.2,0,0,0.2,0.1,70.7,0,18.8,18.8,0,0,0,18.89811145,0.076633652,0.734864301,0.122054303,0.033491291,4.01125546,4.67E-12,11.95483,1.235123213,83.94490999,83.94490999,114.70679,462.3427,18.88662,5.6162796,0.734864301,0.135699374,ST,ST,0,636,0.79309
NLA06608-0632,PROB_Lake,1,6/12/07,,-94.63514177,38.35723526,118138.0349,96927.54376,-94.65656,38.35368,,KS,Kansas,LINN,Region_7,,La Cygnes Lake,"(50,100]",152.057426,15205.7426,152.057426,NO,40,Central Irregular Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,75.81200985,03:>50-100 ha,0.758120098,5.318636947,1.723163191,7.9,8,256.18,10,10290102,1.03E+13,9.2,44,746,4.46,2539.3,6.06,449,34,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,0.001798644,1.721,172.1,0,1.065,0,0.005,0.005,0.061,0.023,0.095,0,0.062,0,0,0,0,0,0,0,0,0.203,0.077,0.116,0,0,0,0,0.009,0,0,0,0,1.721,61.9,0,61.9,0.3,0.3,3.5,1.3,5.4,5.5,3.6,0,0,3.6,0,0,11.8,4.5,16.3,6.7,0.5,7.2,13.719,0,6.076,3.583,0.653,0.308,0.32,0,24.876,0,0.016,0,0.487,1.648,0,0,0,72.966,26.36,0.95,0,0,0,0,0.081,0,0,0,0,152.043,9,0,9,4,2.4,0.4,0.2,7,0.2,16.4,0,0,16.4,0.3,1.1,48,17.3,65.3,0.6,0.1,0.7,200.5716855,0.070155599,0,1.467803769,0.074929409,0.950155734,3.02E-12,54.00377,0.355153777,146.1732495,146.1732495,6.0115175,33.76889,7.09588,2.6562185,0,0,SE,HWSE,1,63,0.37505
