SITE_ID,VISIT_NO,lon_dd,lat_dd,trophic_cat,tp_ugl,chla_ugl,mic_ppb,tn_ugl,P_net_kgha,P_crop_kgha,P_fert_kgha,P_manu_kgha,prec_tot_ann_mm,prec_tot_mon_1_mm,prec_tot_mon_2_mm,prec_tot_mon_3_mm,prec_tot_mon_4_mm,prec_tot_mon_5_mm,prec_tot_mon_6_mm,prec_tot_mon_7_mm,prec_tot_mon_8_mm,prec_tot_mon_9_mm,prec_tot_mon_10_mm,prec_tot_mon_11_mm,prec_tot_mon_12_mm,chla_log,mic_log,P_crop_log,P_fert_log,P_manu_log,tn_log,tp_log,prec_tot_ann_log,DATE_COL,MONTH_COL,prec_tot_mon_s_0_mm,prec_tot_mon_s_1_mm,prec_tot_mon_s_2_mm,prec_tot_mon_s_3_mm,prec_tot_mon_s_4_mm,cybv_um3ml,cybv_log,totbv_u3ml,cypro,temp_surf,temp_mean,temp_bot,strat_thermod_m,strat_buoy_freq_s2,strat_thermod_log,strat_surfminbot
NLA12_SD-102,1,-98.6141,45.55617,EUTROPHIC,709.0,10.8,0.41188,1931.0,-9.17529633219,113.837899176,92.3648382048,12.2977635891,387.588863011,10.9310489495,18.3825162977,13.6480374391,115.201239542,48.4344962861,40.958541528,59.5217686644,39.3583123425,2.62575517155,14.8409396376,8.51324724444,15.1729599079,2.37954613413,-0.887023234194,4.73477549943,4.52574636732,2.50941742382,7.56579328243,6.56385552653,5.9599451464,2012-06-28,6,40.958541528,48.4344962861,115.201239542,13.6480374391,18.3825162977,1240087.7333,14.0306926877,23777467.2655,0.0521539035026,23.55,23.3714285714,23.1,4.45,0.000671166181945,1.49290409618,0.45
NLA12_SD-103,1,-96.62309,44.87419,MESOTROPHIC,67.0,13.7,0.37286,1891.0,2.29177317251,25.8258661244,25.664138249,2.45350180482,509.383919218,7.43994114446,31.7674682443,31.3270885498,84.4335435601,127.463072088,62.4937911801,20.232781777,46.9275244857,10.0464398881,36.7671466893,7.71898290733,42.7661387038,2.61739583283,-0.986552264915,3.25137655266,3.24509461855,0.897516312158,7.54486106866,4.20469261939,6.23320199396,2012-08-28,8,46.9275244857,20.232781777,62.4937911801,127.463072088,84.4335435601,1660869.6224,14.3228518921,3332346.4959,0.498408441152,22.4,22.4,22.4,0.5,-0.0,-0.69314718056,0.0
NLA12_SD-104,1,-97.631754,45.187477,EUTROPHIC,119.0,3.112,0.1425,1329.0,-0.257586983494,57.767207398,54.7202423119,2.78938040755,483.352437787,11.1749990061,27.8436664417,17.5828734636,97.1853618845,70.1848528683,57.6997181997,65.2634944469,42.3399488926,3.66999086738,65.4643303975,6.35747332871,18.5857279897,1.13526560632,-1.94841327927,4.05642126862,4.00223370152,1.02581949502,7.19218205871,4.77912349311,6.18074607242,2012-06-06,6,57.6997181997,70.1848528683,97.1853618845,17.5828734636,27.8436664417,46040.9381,10.7372862384,216058.5877,0.213094691538,19.4,18.2125,15.6,3.54095707207,0.0047468620012,1.26439704995,3.8
NLA12_SD-105,1,-99.272322,45.844351,EUTROPHIC,100.0,42.84,0.85378,1895.0,-3.81419587631,34.4593277346,23.1401335749,7.50499757644,370.641112658,7.77133711632,19.4437515867,13.5002216013,114.737135163,58.506608704,31.9405780889,49.4911126805,34.3345901734,5.10078898312,15.0878250089,8.99335419764,11.7338093543,3.75747224558,-0.158081729622,3.53977972234,3.14156849422,2.01556914216,7.54697411752,4.60517018599,5.9152342431,2012-07-18,7,49.4911126805,31.9405780889,58.506608704,114.737135163,13.5002216013,7854270.8486,15.876567999,8576349.9681,0.915805777261,25.1,25.0833333333,25.0,3.4,0.000315788907855,1.22377543162,0.1
NLA12_SD-106,1,-97.268446,45.442673,MESOTROPHIC,42.0,5.904,0.13169,688.0,-1.01310416199,14.8765096504,13.1581640297,0.705241308385,499.603928059,11.4236854436,33.8425013079,19.0014515669,100.903680606,64.2523494182,73.5630586999,60.3589031199,44.366374569,4.0962287325,62.6235932307,5.30284593886,19.8692554251,1.7756300873,-2.02730460326,2.69978343538,2.57704240474,-0.349215253337,6.53378883793,3.73766961828,6.21381564063,2012-06-26,6,73.5630586999,64.2523494182,100.903680606,19.0014515669,33.8425013079,92938.9307,11.4396978973,3156899.7285,0.0294399374997,21.65,21.5555555556,21.2,5.99087072733,0.000436127930183,1.79023676506,0.45
NLA12_SD-107,1,-103.51731,43.76847,EUTROPHIC,39.0,11.04,0.08042,804.0,1.30257860919,3.44609057051,1.71216393021,3.03650524521,361.829326561,8.50925159282,23.6562038927,6.4634361399,51.0250942217,72.5915256546,52.0041848799,88.0211851779,12.9752817305,2.88457950163,21.1561051203,12.5095436694,10.0329349791,2.40152504085,-2.52049237751,1.23724042055,0.537758026765,1.11070726374,6.68959926918,3.66356164613,5.89117262706,2012-07-30,7,88.0211851779,52.0041848799,72.5915256546,51.0250942217,6.4634361399,2458758.276,14.7151670146,5601033.4896,0.438982962799,24.15,22.45,16.7,4.72048687384,0.00688056035485,1.55191194552,7.45
NLA12_SD-108,1,-99.64104,45.77202,EUTROPHIC,57.0,9.955555556,0.10574,1023.0,-1.67102133381,15.0968313271,10.1378267202,3.2879829634,349.77197598,5.46132382801,18.9837045142,10.3202766669,85.9419458759,69.9674818623,38.9896291268,45.327298888,38.3940682039,3.13053020045,14.2129508433,9.14982115866,9.89294481112,2.29813074269,-2.24677202817,2.71448487591,2.31627364779,1.19027429573,6.93049476595,4.04305126783,5.85728144497,2012-07-17,7,45.327298888,38.9896291268,69.9674818623,85.9419458759,10.3202766669,347131.3184,12.7574584265,6982894.3867,0.0497116667067,25.4,25.4,25.4,0.5,-0.0,-0.69314718056,0.0
NLA12_SD-109,1,-97.11685,44.328,HYPEREUTROPHIC,501.0,43.1,0.10244,2259.0,23.2617898678,107.242369253,123.131477203,7.37267995006,560.199383464,14.0564509574,41.8029760464,17.7182872831,91.6421042925,158.503634317,49.3710499207,23.9363050595,55.0854012167,18.231864019,38.5683007259,10.0076346491,41.2753749762,3.76352299711,-2.27847801765,4.67509140612,4.81325270483,1.99778126969,7.72267751647,6.21660610108,6.32829276226,2012-08-20,8,55.0854012167,23.9363050595,49.3710499207,158.503634317,91.6421042925,2726335.567,14.8184689823,3379058.2922,0.806832949077,20.9,20.15,19.7,1.04176785505,0.00162181561701,0.0409191306504,1.2
NLA12_SD-110,1,-97.668308,45.452256,MESOTROPHIC,167.0,16.52,0.26794,1735.0,-0.366466982505,82.1849531979,77.8500598515,3.96842964325,475.477068753,12.4691768793,26.8073438697,16.3631404514,97.5242390947,62.5680967409,53.250671276,72.0077446125,40.7560421745,3.61924685482,66.195023641,6.45539892152,17.460944237,2.80457176809,-1.31699220413,4.40897223419,4.35478466708,1.37837046059,7.45876269238,5.11799381242,6.16431865528,2012-06-27,6,53.250671276,62.5680967409,97.5242390947,16.3631404514,26.8073438697,612113.5686,13.3246731139,5833241.8247,0.104935400759,22.65,22.4444444444,21.9,6.5,0.000896306647308,1.8718021769,0.75
NLA12_SD-111,1,-97.34225,45.6386,EUTROPHIC,162.0,90.72,42.175,3881.0,9.59260096848,80.4340458845,78.1710607884,11.8555867411,498.916941033,12.5090184074,32.7985594983,21.89265275,110.125659441,49.6963522388,77.8296173628,57.3307302204,39.6106449228,4.57699381847,68.7335335154,5.66329531486,18.1498835431,4.50777783998,3.74182762843,4.38743754283,4.35889951242,2.47279921143,8.26384813137,5.08759633523,6.21243963106,2012-07-12,7,57.3307302204,77.8296173628,49.6963522388,110.125659441,21.89265275,12313555.3256,16.3262112725,13070482.2481,0.942088829767,24.3,24.3,24.3,0.5,-0.0,-0.69314718056,0.0
NLA12_SD-114,1,-97.058741,43.57476,EUTROPHIC,144.0,53.6,1.422,3031.0,27.0613342389,105.309582685,124.278464873,8.0924494197,515.044235408,16.6272954702,62.1628296375,18.001231122,94.6050048649,146.70198859,24.3812240183,20.6004804254,37.2865880966,23.1515737772,30.7142804027,6.98892912865,33.822809875,3.98154906808,0.352064331381,4.65690441866,4.82252473228,2.09093145653,8.01664787706,4.96981329958,6.24425279097,2012-06-12,6,24.3812240183,146.70198859,94.6050048649,18.001231122,62.1628296375,4430903.21,15.3041140061,10411928.4596,0.425560281863,21.4,21.3,21.1,0.55,0.000587839818275,-0.597837000756,0.3
NLA12_SD-115,1,-96.803076,42.719723,EUTROPHIC,187.0,70.76923077,0.13812,1921.0,101.998038315,100.972732937,200.325728911,2.64504018215,456.244588167,15.4000604264,46.2247744247,14.2690755217,86.7970007891,136.869895545,23.8856555503,8.86085816587,22.0746544337,16.8803703637,38.5782760377,13.8577689992,32.5461979091,4.25942431259,-1.97963240646,4.61485050947,5.2999446863,0.972686256933,7.56060116277,5.23110861685,6.12302904327,2012-06-12,6,23.8856555503,136.869895545,86.7970007891,14.2690755217,46.2247744247,295040.9965,12.5948695969,26300167.4021,0.0112182174352,21.765,21.6766666667,21.5,0.2,0.001453516901,-1.60943791243,0.265
NLA12_SD-115,2,-96.80444,42.72314,HYPEREUTROPHIC,294.0,172.0,4.63506,5419.0,101.998038315,100.972732937,200.325728911,2.64504018215,456.244588167,15.4000604264,46.2247744247,14.2690755217,86.7970007891,136.869895545,23.8856555503,8.86085816587,22.0746544337,16.8803703637,38.5782760377,13.8577689992,32.5461979091,5.14749447681,1.53364914392,4.61485050947,5.2999446863,0.972686256933,8.59766657557,5.68357976734,6.12302904327,2012-08-14,8,22.0746544337,8.86085816587,23.8856555503,136.869895545,86.7970007891,128896911.255,18.6745235053,133923400.92,0.962467428172,22.4,22.4,22.4,0.26,-0.0,-1.34707364797,0.0
NLA12_SD-119,1,-104.01907,43.18477,HYPEREUTROPHIC,390.0,59.73333333,0.11317,2238.0,0.0,0.0,0.0,0.0,229.531477645,3.63653306671,18.4747950871,2.86723256176,35.1179126786,50.1883305254,32.1986916137,32.3953456079,9.33267176738,4.00594763531,22.3403907322,12.4668198912,6.50680647782,4.08989021182,-2.178864166,-inf,-inf,-inf,7.71333788887,5.96614673912,5.43604017759,2012-07-31,7,32.3953456079,32.1986916137,50.1883305254,35.1179126786,2.86723256176,244373.2909,12.4064522159,19903333.7836,0.0122780079738,23.4,23.4,,,,,
NLA12_SD-122,1,-97.526394,45.83609,HYPEREUTROPHIC,147.0,31.04,1.6732,2421.0,0.0,0.0,0.0,0.0,479.759106964,12.7885814905,29.3424795866,19.0079101324,106.493865341,49.2629220486,74.1292978823,59.236802727,40.3656759262,6.00087288022,63.1881002188,5.56366190314,14.3789368272,3.43527669532,0.514737960586,-inf,-inf,-inf,7.79193595694,4.99043258678,6.17328411744,2012-06-06,6,74.1292978823,49.2629220486,106.493865341,19.0079101324,29.3424795866,5180373.1823,15.4603876546,14323576.0342,0.361667587056,20.6,20.575,20.5,1.1,0.00104200381267,0.0953101798043,0.1
NLA12_SD-124,1,-103.70699,45.87106,EUTROPHIC,236.0,62.8,0.0843,2693.0,0.0,0.0,0.0,0.0,301.559140305,4.33218854666,13.6976064642,3.24462580681,60.8599434992,52.1175534924,39.7918255329,57.3458646536,19.9388052622,3.98059300582,30.2679307163,6.5146051844,9.46759814024,4.13995507347,-2.47337341397,-inf,-inf,-inf,7.89841109281,5.46383180503,5.70896615051,2012-06-19,6,39.7918255329,52.1175534924,60.8599434992,3.24462580681,13.6976064642,1210261.6381,14.006347124,18029889.9487,0.067125292586,18.7,18.55,18.2,1.3,0.00123887495695,0.262364264467,0.5
NLA12_SD-126,1,-97.61364,45.49796,EUTROPHIC,316.0,93.71428571,1.24035,3550.0,-0.203768581071,45.6977356708,43.2873819186,2.20658699444,475.676647007,12.6355577111,27.9761950076,17.215344429,100.028603405,60.6960017085,59.5209743381,66.9754463136,40.092413038,4.21923732758,63.2263545394,6.01726856828,17.0732506216,4.54025063984,0.215393597854,3.82204874899,3.76786118189,0.791446975389,8.17470288247,5.75574221359,6.16473831038,2012-07-10,7,66.9754463136,59.5209743381,60.6960017085,100.028603405,17.215344429,60361426.1741,17.9158608194,63676516.0289,0.947938579848,27.15,26.725,25.5,1.55,0.00469889391719,0.438254930931,1.65
NLA12_SD-130,1,-97.230988,45.66679,HYPEREUTROPHIC,126.0,23.36,0.82757,1951.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,3.15102515796,-0.189261583164,-inf,-inf,-inf,7.57609734062,4.83628190695,,2012-06-05,6,,,,,,227122.2266,12.3332435947,2088618.8902,0.108742781015,22.25,22.25,,,,,
NLA12_SD-131,1,-98.080829,43.080508,HYPEREUTROPHIC,336.0,148.32,0.29472,3863.0,63.9326763388,47.1795718724,99.9529744235,11.1592737877,373.146425671,13.0412389223,49.2171038206,9.02434793802,98.3894896989,85.4833558248,21.8754160358,23.5087047953,13.103401528,8.65651027514,22.1928253311,8.09864566876,20.5553858326,4.99937210182,-1.22172952592,3.85396099959,4.60469981962,2.41227088205,8.25919936267,5.81711115996,5.92197090473,2012-08-13,8,13.103401528,23.5087047953,21.8754160358,85.4833558248,98.3894896989,41020902.6443,17.5295923153,46064236.9974,0.890515187446,20.95,20.4,19.7,0.55,0.00179337866795,-0.597837000756,1.25
NLA12_SD-132,1,-101.640138,45.075333,EUTROPHIC,366.0,33.6,0.56226,1993.0,25.4539492837,41.4621337429,59.8412377371,7.07484676456,332.61686644,8.1310391508,12.6639092476,10.6178848327,64.1862516085,57.6417849366,76.9067798381,57.5141191189,14.7681533711,4.44275960312,7.16436156969,7.39216507498,11.1876580882,3.51452606697,-0.575790902618,3.72478057078,4.09169501756,1.95654578457,7.59739632021,5.9026333334,5.80699127636,2012-07-26,7,57.5141191189,76.9067798381,57.6417849366,64.1862516085,10.6178848327,549844.3097,13.2173904439,1013395.0809,0.542576454202,24.28,24.27,24.26,0.785726131689,0.000147166164276,-0.241146980235,0.02
NLA12_SD-133,1,-99.31273,44.47722,EUTROPHIC,304.0,72.92571429,0.18554,1841.0,1.57353515752,5.23192012831,6.46200212937,0.343453352143,388.895441145,10.6338675304,34.3455146393,12.4437162862,109.974366596,71.8022332604,55.7069495145,40.1868777828,11.135255355,5.53338334084,15.0620981034,5.85951289165,16.2116658444,4.28944131056,-1.68448478676,1.65477834804,1.86593919692,-1.06870397816,7.51806418123,5.71702770141,5.96331051866,2012-07-23,7,40.1868777828,55.7069495145,71.8022332604,109.974366596,12.4437162862,88073.1504,11.3859230027,42581963.5193,0.00206832055455,26.7,26.6666666667,26.6,0.5,0.000267491626144,-0.69314718056,0.1
NLA12_SD-134,1,-99.77612,45.55599,HYPEREUTROPHIC,928.0,57.23076923,0.11664,2731.0,0.0,0.0,0.0,0.0,357.482075036,7.24146461487,20.2430222332,8.53670251369,79.086186111,71.0305891037,48.6999936104,51.4052580297,39.2125322223,1.38829505444,11.6900880337,7.2906460762,11.6572974324,4.04709167736,-2.14866301072,-inf,-inf,-inf,7.91242312147,6.83303173279,5.87908522112,2012-07-16,7,51.4052580297,48.6999936104,71.0305891037,79.086186111,8.53670251369,7680249.1198,15.8541625421,21119318.5929,0.363659892056,25.1,24.9,24.5,1.5,0.000997328271865,0.405465108108,0.6
NLA12_SD-137,1,-99.65488,43.27904,HYPEREUTROPHIC,475.0,0.576,0.08256,1888.0,0.496228954245,4.352315564,4.30245148262,0.546093035631,352.541587353,11.0670620203,43.0545222759,19.8003479242,95.1974182427,58.5044816434,49.7055973709,24.5605013967,18.7674231529,7.05020713806,7.03376218677,4.71656519175,13.0836988091,-0.551647618286,-2.49422997725,1.47070801704,1.45918497248,-0.604965922825,7.54327334671,6.16331480403,5.8651685936,2012-08-07,8,18.7674231529,24.5605013967,49.7055973709,58.5044816434,95.1974182427,636.6691,6.45625005435,225367.3577,0.00282502801869,22.7,22.65,22.6,0.5,0.00022951649594,-0.69314718056,0.1
NLA12_SD-138,1,-97.44025,45.70236,MESOTROPHIC,49.0,2.52,0.08408,779.0,1.88859405636,15.8358782446,15.3903410836,2.33413135056,491.653299471,13.4468038567,31.3597545277,20.604340961,103.690617985,48.732699367,78.2568920654,58.6066976436,37.3284204941,5.15491414135,72.2856657439,5.53715835711,16.6493343283,0.924258901523,-2.47598655241,2.7622781407,2.73374011029,0.847639809297,6.65801104587,3.89182029811,6.19777379222,2012-06-04,6,78.2568920654,48.732699367,103.690617985,20.604340961,31.3597545277,1691.4151,7.43332079482,1789866.2715,0.000944995236199,17.85,17.4714285714,16.2,4.4,0.00209036905611,1.48160454092,1.65
NLA12_SD-140,1,-103.61317,45.60417,EUTROPHIC,68.0,8.112,0.09347,851.0,0.241142581625,1.16885431748,1.08169125608,0.328305674958,286.300698093,5.02992952786,13.8229177859,3.76780170054,56.8406738808,50.8690900187,29.1819369098,63.5537554171,20.2715782273,2.39902209002,24.8904458743,5.91925547073,9.75429119011,2.09334444685,-2.37011474979,0.156024053236,0.0785257941202,-1.11381016873,6.74641212857,4.21950770518,5.65704265043,2012-06-19,6,29.1819369098,50.8690900187,56.8406738808,3.76780170054,13.8229177859,993437.944,13.808926877,12289167.3277,0.0808385074032,20.3,20.3,20.3,0.5,-0.0,-0.69314718056,0.0
NLA12_SD-141,1,-99.28139,45.81123,HYPEREUTROPHIC,39.0,6.2,4.72922,2535.0,-4.29790176656,38.829365441,26.074702033,8.45676084497,371.64042698,8.01569276305,19.2149261667,13.580139407,115.114982095,58.8730314558,32.7563111329,49.0015529615,34.3480749597,5.12668822676,14.8205362778,8.94352569641,11.8449658367,1.82454929205,1.55376028404,3.65917680163,3.26096557352,2.13496622146,7.83794891603,3.66356164613,5.91792679268,2012-08-28,8,34.3480749597,49.0015529615,32.7563111329,58.8730314558,115.114982095,335346.0131,12.7229181527,1234255.2393,0.271699080079,21.69,21.695,21.7,2.0,-0.0,0.69314718056,-0.01
NLA12_SD-143,1,-101.15076,43.8884,HYPEREUTROPHIC,32.0,7.413333333,5.48345,54000.0,24.9325362443,33.5658166244,46.7364474015,11.7619077625,264.240207319,6.82368516661,16.7540256566,2.95062686425,66.3582882545,45.6633872127,65.1765342601,17.7436295976,13.4236358354,5.02061240175,12.0884550297,5.46883671639,6.76849032355,2.00328018067,1.70173446491,3.51350818673,3.84452431855,2.46486615402,10.8967393255,3.4657359028,5.57685856567,2012-08-16,8,13.4236358354,17.7436295976,65.1765342601,45.6633872127,66.3582882545,133827.6949,11.8043083926,262710.3509,0.509411579869,20.52,20.5083333333,20.49,1.67166159566,8.48512106647e-05,0.513818099238,0.03
NLA12_SD-146,1,-97.26709,45.74135,HYPEREUTROPHIC,25.0,7.936,0.04684,1744.0,0.0,0.0,0.0,0.0,500.078495532,12.5098591447,32.8456418514,23.27071172,113.653196573,46.6888413429,77.2389633656,59.2859895825,43.4206892252,4.94610095024,63.6034498215,5.90796539187,16.7070865631,2.07140936998,-3.06101774025,-inf,-inf,-inf,7.46393660447,3.21887582487,6.21476507716,2012-09-18,9,4.94610095024,43.4206892252,59.2859895825,77.2389633656,46.6888413429,83108.2315,11.3278990313,1921679.0146,0.0432477176826,10.6,10.6,10.6,0.25,-0.0,-1.38629436112,0.0
NLA12_SD-147,1,-99.61633,43.204,HYPEREUTROPHIC,554.0,57.0,33.2607,2563.0,2.56829935969,22.5259916427,22.2679134165,2.82637758587,336.986730852,9.67135533746,40.3538656775,17.9566840123,95.2233311185,51.0349048614,46.1367304706,24.5957885163,21.713785729,8.37928175343,5.89835954455,4.75515078788,11.2674930436,4.04305126783,3.50437651985,3.11466982662,3.10314678207,1.03899588676,7.84893372636,6.31716468675,5.82004355525,2012-08-06,8,21.713785729,24.5957885163,46.1367304706,51.0349048614,95.2233311185,8883625.7948,15.9997203419,11802594.0465,0.752684177716,23.45,23.4166666667,23.3,1.6,0.000237336642455,0.470003629246,0.15
NLA12_SD-150,1,-99.64407,45.75682,HYPEREUTROPHIC,99.0,13.0,0.14774,3094.0,-2.74590499477,24.8078607421,16.6589788316,5.40297640686,349.184165569,5.44257350082,18.8961231796,10.3033984563,84.3838905062,70.5476607138,39.7483973523,45.0967931589,38.4958702652,3.07407230788,14.0846265732,9.16301870259,9.94774085211,2.56494935746,-1.91230130688,3.21116056836,2.81294934024,1.68694998818,8.03722003113,4.59511985013,5.85559947806,2012-08-28,8,38.4958702652,45.0967931589,39.7483973523,70.5476607138,84.3838905062,180213.6442,12.1018983383,22862316.9909,0.00788256257105,21.89,21.89,,,,,
NLA12_SD-154,1,-97.72287,44.83207,HYPEREUTROPHIC,753.0,35.56923077,9.6936,2900.0,5.48189903495,66.9810756816,67.2024777012,5.26050214408,475.962557125,11.2260616292,34.2538990678,15.8034319347,94.9739858405,88.0004303833,51.1983433796,34.1800531858,50.4796164892,6.57005199121,56.6805473778,6.69642605127,25.8997097941,3.57148095992,2.27146587394,4.20441012698,4.2077101174,1.66022648685,7.97246601597,6.6240652278,6.16533918963,2012-08-22,8,50.4796164892,34.1800531858,51.1983433796,88.0004303833,94.9739858405,17058959.5465,16.6521861103,17268243.4446,0.987880417671,21.95,21.38,20.8,1.03933220306,0.00128415067791,0.0385783944685,1.15
NLA12_SD-157,1,-99.21697,45.91283,HYPEREUTROPHIC,84.0,32.508,0.22354,2420.0,-5.61233540141,50.7046075307,34.0491666048,11.0431044843,371.658235336,7.51017787627,19.5026690369,14.4813923603,116.754395353,55.4216608998,30.921348931,50.6930741206,33.9194768848,5.50900323444,16.1388607019,9.04081608952,11.765359847,3.48148621289,-1.49816491002,3.92601678478,3.52780555667,2.40180620461,7.79152281915,4.43081679884,5.91797470977,2012-08-27,8,33.9194768848,50.6930741206,30.921348931,55.4216608998,116.754395353,11183413.2555,16.2299422792,14060228.1739,0.795393440077,21.67,21.6333333333,21.57,3.75,0.000131349400812,1.32175583998,0.1
NLA12_SD-158,1,-96.521,45.23377,EUTROPHIC,610.0,17.28,3.44029,1784.0,34.149994884,101.727606168,125.453323158,10.4242768604,470.136827361,5.16086340285,24.0123512881,31.1615410371,83.9637600379,78.7345858514,96.2887447874,29.2645648006,49.639588071,5.45444190981,36.2679543028,5.21910727776,24.9693245942,2.84954976338,1.23555577016,4.6222987133,4.83193376236,2.34413739937,7.48661331314,6.41345895717,6.15302377438,2012-07-11,7,29.2645648006,96.2887447874,78.7345858514,83.9637600379,31.1615410371,2380257.957,14.6827194251,2708798.8139,0.878713452171,28.6,27.94,27.0,1.53207906212,0.00277498640427,0.426625677115,1.6
NLA12_SD-162,1,-96.844399,44.209224,HYPEREUTROPHIC,815.0,85.44,4.32918,2353.0,41.8540749649,136.927174301,162.426689637,16.3545624495,595.396458335,12.2035213591,52.3124240693,18.9645383583,95.6695986838,190.393168501,41.6637395936,24.9275972888,46.850287609,25.1910959473,35.845862925,9.46727998697,41.9073440133,4.44781437521,1.46537814764,4.91944921005,5.09022675928,2.79450690732,7.76344638873,6.70318811324,6.38922750019,2012-08-27,8,46.850287609,24.9275972888,41.6637395936,190.393168501,95.6695986838,9948664.618,16.1129488909,10315958.5085,0.964395563418,25.2,24.6,23.4,0.5,0.00442030255584,-0.69314718056,1.8
NLA12_SD-165,1,-99.73138,44.32222,HYPEREUTROPHIC,357.0,1.912,0.10412,1369.0,7.77285350466,20.9434855865,26.5034861042,2.21285399436,354.009663773,14.7755599971,36.3997815708,5.14067043612,103.565210419,59.9700239324,61.886297356,24.8292915514,11.0078073635,3.49420738007,9.47576323239,5.57069347153,17.8943570631,0.648149814629,-2.26221119886,3.04182764749,3.27727627544,0.794283082554,7.22183582529,5.87773578178,5.86932421155,2012-07-26,7,24.8292915514,61.886297356,59.9700239324,103.565210419,5.14067043612,4630.2784,8.44037227486,309359.9453,0.0149672847773,24.4,24.2,23.4,2.35,0.00345290514007,0.854415328156,1.0
NLA12_SD-166,1,-97.445,45.68365,HYPEREUTROPHIC,71.0,6.376,0.07765,1105.0,0.0,0.0,0.0,0.0,496.411390275,13.0782335401,30.7360960543,20.2156992555,103.630136073,48.7874560952,80.5781614482,59.5209902525,34.4687902629,4.64005306363,78.3374672234,5.50901031494,16.9092966914,1.85254094149,-2.55554372939,-inf,-inf,-inf,7.00760061395,4.26267987704,6.20740499883,2012-06-04,6,80.5781614482,48.7874560952,103.630136073,20.2156992555,30.7360960543,20187.1188,9.91279999681,2066908.3708,0.00976681844497,21.2,21.1666666667,21.1,0.5,0.000214523844843,-0.69314718056,0.1
NLA12_SD-168,1,-102.399559,45.463353,EUTROPHIC,293.0,16.88,0.17187,1758.0,-9.8187501489,42.1548294134,27.6143394098,4.72173826724,326.733816556,5.81945378927,13.5751281968,16.3748033533,72.1517593367,64.2229236052,37.6838948623,58.9192646398,27.1601631425,2.94491819527,13.1133438826,5.11012074486,9.6580428077,2.82612948917,-1.76101690189,3.74134925472,3.31833518164,1.55217700876,7.47193207825,5.68017260902,5.78914582276,2012-06-18,6,37.6838948623,64.2229236052,72.1517593367,16.3748033533,13.5751281968,6237456.4186,15.646083032,6968690.96,0.895068593858,20.8,19.7428571429,14.7,4.1,0.0441488338057,1.41098697371,6.1
NLA12_SD-170,1,-97.50802,45.42076,HYPEREUTROPHIC,137.0,25.46666667,0.98876,3400.0,-0.223218457667,50.0596216632,47.4191976874,2.41720751559,484.245990455,12.2584630549,28.2221324146,16.3682464361,92.5030987859,64.729280293,58.2093397379,76.6323489547,40.9613705277,4.14819061756,66.6967192888,5.66749954224,17.8493008018,3.23737040764,-0.0113036461714,3.91321472831,3.85902716121,0.882612954712,8.1315307106,4.91998092583,6.18259302235,2012-08-21,8,40.9613705277,76.6323489547,58.2093397379,64.729280293,92.5030987859,7892582.9001,15.881434003,11677951.98,0.675853344286,21.1,21.075,21.0,0.75,0.000427016915035,-0.287682072452,0.1
NLA12_SD-172,1,-103.00243,44.87054,EUTROPHIC,70.0,3.688,0.18522,1555.0,-0.0,0.0,0.0,0.0,263.672951937,7.59123340249,12.2147481441,5.53632462025,54.0777062178,57.93064183,35.0644786954,48.7000139654,17.6798812747,2.46494185925,9.42750623822,3.40493151546,9.58054417372,1.30508430569,-1.68621097124,-inf,-inf,-inf,7.34923082461,4.24849524205,5.57470951675,2012-06-20,6,35.0644786954,57.93064183,54.0777062178,5.53632462025,12.2147481441,,,,,19.71,19.705,19.7,0.5,1.99699833168e-05,-0.69314718056,0.01
NLA12_SD-182,1,-97.472,45.710137,EUTROPHIC,35.0,1.92,0.16295,913.0,1.8494916769,15.5080044392,15.0716918985,2.285804348,483.752705924,13.0881518514,30.8837906581,19.6867820958,101.24275867,50.2052755378,77.233434691,58.6175418776,35.02572841,5.13918219518,71.5757910156,5.37503359141,15.6792353293,0.65232518604,-1.8143118737,2.74135630606,2.71281827565,0.82671797466,6.81673588059,3.55534806149,6.18157383797,2012-06-05,6,77.233434691,50.2052755378,101.24275867,19.6867820958,30.8837906581,67678.8863,11.1225295388,1026905.5843,0.0659056561136,20.07,18.2642857143,16.26,1.91472007964,0.00322797107105,0.649571439437,3.81
NLA12_SD-183,1,-99.2885,43.45826,MESOTROPHIC,41.0,4.672,0.10426,344.0,-1.48978229165,16.2258846115,13.942755268,0.793347084016,329.747981747,13.6738904966,20.7112720065,18.0210219976,53.2366360287,60.4241351308,40.4099137342,33.2407594925,16.5606700822,3.57783057093,31.7566126246,20.6712467514,17.4639928308,1.54158724553,-2.26086749964,2.78660778261,2.63496003774,-0.231494468341,5.84064165737,3.7135720667,5.79832867102,2012-07-05,7,33.2407594925,40.4099137342,60.4241351308,53.2366360287,18.0210219976,,,,,26.4,26.35,26.3,2.5,0.000264736916722,0.916290731874,0.1
